Iteration,Move,Q,V,N,tU,tR,tT
0,"(6, 7)",0.0,0.0,2.0,3.0994415283203125e-06,0.0021028518676757812,0.0023059844970703125
1,"(6, 6)",0.0,0.0,2.0,1.1920928955078125e-06,0.0019428730010986328,0.0021262168884277344
2,"(2, 3)",0.0,0.0,2.0,9.5367431640625e-07,0.0022568702697753906,0.0024449825286865234
3,"(2, 3)",0.0,0.0,3.0,1.0967254638671875e-05,0.0018639564514160156,0.0020508766174316406
4,"(6, 7)",0.3333333333333333,1.0,3.0,8.106231689453125e-06,0.0018069744110107422,0.0019919872283935547
5,"(6, 7)",0.25,1.0,4.0,6.9141387939453125e-06,0.0020248889923095703,0.002209901809692383
6,"(6, 6)",0.0,0.0,3.0,7.152557373046875e-06,0.0019431114196777344,0.002128124237060547
7,"(6, 7)",0.4,2.0,5.0,5.9604644775390625e-06,0.0018329620361328125,0.002015829086303711
8,"(6, 7)",0.5,3.0,6.0,7.152557373046875e-06,0.0017859935760498047,0.001971006393432617
9,"(6, 7)",0.42857142857142855,3.0,7.0,6.9141387939453125e-06,0.0019898414611816406,0.002173900604248047
10,"(2, 3)",0.0,0.0,4.0,7.152557373046875e-06,0.0019960403442382812,0.0021791458129882812
11,"(6, 6)",0.0,0.0,4.0,7.152557373046875e-06,0.0017919540405273438,0.0019791126251220703
12,"(6, 7)",0.375,3.0,8.0,6.9141387939453125e-06,0.0018961429595947266,0.002079010009765625
13,"(6, 7)",0.4444444444444444,4.0,9.0,6.9141387939453125e-06,0.0017821788787841797,0.001967906951904297
14,"(6, 7)",0.4,4.0,10.0,6.9141387939453125e-06,0.0018529891967773438,0.0020499229431152344
15,"(2, 3)",0.0,0.0,5.0,7.152557373046875e-06,0.0019450187683105469,0.0021309852600097656
16,"(6, 6)",0.0,0.0,5.0,6.9141387939453125e-06,0.0017690658569335938,0.0019469261169433594
17,"(6, 7)",0.45454545454545453,5.0,11.0,6.9141387939453125e-06,0.0018630027770996094,0.0020439624786376953
18,"(6, 7)",0.4166666666666667,5.0,12.0,8.106231689453125e-06,0.002107858657836914,0.0023000240325927734
19,"(6, 7)",0.38461538461538464,5.0,13.0,7.867813110351562e-06,0.002151012420654297,0.0023660659790039062
20,"(2, 3)",0.0,0.0,6.0,9.059906005859375e-06,0.0024111270904541016,0.0026559829711914062
21,"(6, 6)",0.0,0.0,6.0,9.059906005859375e-06,0.001817941665649414,0.002006053924560547
22,"(6, 7)",0.39285714285714285,5.5,14.0,1.6927719116210938e-05,0.0017621517181396484,0.0019769668579101562
23,"(6, 7)",0.36666666666666664,5.5,15.0,1.5020370483398438e-05,0.001833200454711914,0.002051115036010742
24,"(2, 3)",0.14285714285714285,1.0,7.0,5.9604644775390625e-06,0.0019350051879882812,0.0021250247955322266
25,"(2, 3)",0.125,1.0,8.0,7.152557373046875e-06,0.0019462108612060547,0.0021331310272216797
26,"(6, 6)",0.0,0.0,7.0,6.9141387939453125e-06,0.0020079612731933594,0.0022149085998535156
