Iteration,Move,Q,V,N,tU,tR,tT
0,"(6, 7)",0.0,0.0,2.0,3.0994415283203125e-06,0.0014190673828125,0.0015990734100341797
1,"(1, 4)",0.0,0.0,2.0,0.0,0.001425027847290039,0.001583099365234375
2,"(1, 2)",0.5,1.0,2.0,0.0,0.001377105712890625,0.0015358924865722656
3,"(1, 6)",0.0,0.0,2.0,0.0,0.0013878345489501953,0.001547098159790039
4,"(1, 3)",0.5,1.0,2.0,0.0,0.0013871192932128906,0.0015480518341064453
5,"(0, 6)",0.0,0.0,2.0,9.5367431640625e-07,0.0014750957489013672,0.0016357898712158203
6,"(1, 2)",0.3333333333333333,1.0,3.0,1.3113021850585938e-05,0.001394033432006836,0.0015850067138671875
7,"(1, 3)",0.3333333333333333,1.0,3.0,1.0013580322265625e-05,0.0013020038604736328,0.001516103744506836
8,"(1, 2)",0.25,1.0,4.0,7.867813110351562e-06,0.0013439655303955078,0.0015249252319335938
9,"(1, 3)",0.25,1.0,4.0,7.867813110351562e-06,0.001605987548828125,0.0018100738525390625
10,"(6, 7)",0.0,0.0,3.0,1.3113021850585938e-05,0.0016820430755615234,0.0019540786743164062
11,"(1, 4)",0.3333333333333333,1.0,3.0,1.1920928955078125e-05,0.0017359256744384766,0.001984834671020508
12,"(1, 4)",0.5,2.0,4.0,1.0967254638671875e-05,0.0016269683837890625,0.0018649101257324219
13,"(1, 4)",0.4,2.0,5.0,9.775161743164062e-06,0.0015461444854736328,0.0017659664154052734
14,"(0, 6)",0.3333333333333333,1.0,3.0,1.0013580322265625e-05,0.0014181137084960938,0.0016269683837890625
15,"(0, 6)",0.25,1.0,4.0,9.059906005859375e-06,0.001455068588256836,0.0016639232635498047
16,"(1, 6)",0.0,0.0,3.0,9.059906005859375e-06,0.001341104507446289,0.0015230178833007812
17,"(1, 4)",0.5,3.0,6.0,9.059906005859375e-06,0.0014390945434570312,0.0016279220581054688
18,"(1, 4)",0.42857142857142855,3.0,7.0,9.059906005859375e-06,0.0013341903686523438,0.0015230178833007812
19,"(1, 2)",0.2,1.0,5.0,7.867813110351562e-06,0.0013360977172851562,0.0015177726745605469
20,"(1, 3)",0.2,1.0,5.0,7.867813110351562e-06,0.0013430118560791016,0.00152587890625
21,"(0, 6)",0.2,1.0,5.0,8.106231689453125e-06,0.0011820793151855469,0.001360177993774414
22,"(6, 7)",0.0,0.0,4.0,9.059906005859375e-06,0.0014810562133789062,0.0016732215881347656
23,"(1, 6)",0.0,0.0,4.0,1.0013580322265625e-05,0.0016329288482666016,0.0018439292907714844
24,"(1, 4)",0.375,3.0,8.0,8.821487426757812e-06,0.0014681816101074219,0.0016798973083496094
25,"(1, 2)",0.16666666666666666,1.0,6.0,1.0967254638671875e-05,0.0016529560089111328,0.001895904541015625
26,"(1, 3)",0.16666666666666666,1.0,6.0,1.2874603271484375e-05,0.0015401840209960938,0.0017859935760498047
27,"(0, 6)",0.3333333333333333,2.0,6.0,9.059906005859375e-06,0.0014111995697021484,0.0016050338745117188
28,"(0, 6)",0.2857142857142857,2.0,7.0,9.059906005859375e-06,0.0012688636779785156,0.0014510154724121094
29,"(6, 7)",0.0,0.0,5.0,8.106231689453125e-06,0.0012578964233398438,0.00144195556640625
30,"(1, 6)",0.0,0.0,5.0,9.059906005859375e-06,0.0012319087982177734,0.001413106918334961
31,"(1, 4)",0.3333333333333333,3.0,9.0,9.059906005859375e-06,0.0012722015380859375,0.0014541149139404297
32,"(0, 6)",0.25,2.0,8.0,7.867813110351562e-06,0.0013570785522460938,0.0015339851379394531
33,"(1, 2)",0.14285714285714285,1.0,7.0,9.059906005859375e-06,0.0014178752899169922,0.0016019344329833984
34,"(1, 3)",0.14285714285714285,1.0,7.0,9.059906005859375e-06,0.0012309551239013672,0.0014140605926513672
35,"(1, 4)",0.3,3.0,10.0,9.059906005859375e-06,0.0012810230255126953,0.001463174819946289
36,"(6, 7)",0.16666666666666666,1.0,6.0,8.821487426757812e-06,0.0013880729675292969,0.0015828609466552734
37,"(6, 7)",0.14285714285714285,1.0,7.0,9.059906005859375e-06,0.0014638900756835938,0.001695871353149414
38,"(1, 6)",0.16666666666666666,1.0,6.0,1.1920928955078125e-05,0.0014801025390625,0.0017139911651611328
39,"(1, 6)",0.14285714285714285,1.0,7.0,7.867813110351562e-06,0.0012600421905517578,0.0014369487762451172
40,"(0, 6)",0.3333333333333333,3.0,9.0,8.106231689453125e-06,0.00138092041015625,0.0015649795532226562
41,"(0, 6)",0.3,3.0,10.0,8.821487426757812e-06,0.0014460086822509766,0.0016298294067382812
42,"(1, 2)",0.125,1.0,8.0,2.193450927734375e-05,0.0012879371643066406,0.0014948844909667969
43,"(1, 3)",0.125,1.0,8.0,8.106231689453125e-06,0.0013599395751953125,0.0015881061553955078
44,"(6, 7)",0.125,1.0,8.0,8.106231689453125e-06,0.0012178421020507812,0.0014050006866455078
45,"(1, 6)",0.25,2.0,8.0,9.059906005859375e-06,0.0012929439544677734,0.0014719963073730469
46,"(1, 6)",0.2222222222222222,2.0,9.0,8.821487426757812e-06,0.0012772083282470703,0.0014510154724121094
47,"(1, 4)",0.36363636363636365,4.0,11.0,7.867813110351562e-06,0.0013079643249511719,0.001489877700805664
48,"(1, 4)",0.4166666666666667,5.0,12.0,1.5974044799804688e-05,0.001226186752319336,0.0014147758483886719
49,"(1, 4)",0.38461538461538464,5.0,13.0,1.5020370483398438e-05,0.001619100570678711,0.0018088817596435547
50,"(0, 6)",0.36363636363636365,4.0,11.0,1.0013580322265625e-05,0.0013308525085449219,0.0015268325805664062
51,"(0, 6)",0.3333333333333333,4.0,12.0,1.6927719116210938e-05,0.0011589527130126953,0.0013549327850341797
52,"(1, 4)",0.35714285714285715,5.0,14.0,1.5020370483398438e-05,0.0012669563293457031,0.0014541149139404297
53,"(1, 6)",0.2,2.0,10.0,1.5020370483398438e-05,0.0012378692626953125,0.0015981197357177734
54,"(0, 6)",0.3076923076923077,4.0,13.0,1.7881393432617188e-05,0.0011780261993408203,0.0013740062713623047
55,"(1, 2)",0.2222222222222222,2.0,9.0,9.059906005859375e-06,0.0013530254364013672,0.0015358924865722656
56,"(1, 2)",0.3,3.0,10.0,9.059906005859375e-06,0.0014069080352783203,0.0015950202941894531
57,"(1, 2)",0.36363636363636365,4.0,11.0,8.106231689453125e-06,0.0012500286102294922,0.0014309883117675781
58,"(1, 2)",0.3333333333333333,4.0,12.0,9.059906005859375e-06,0.0013890266418457031,0.001577138900756836
59,"(1, 2)",0.3076923076923077,4.0,13.0,1.5974044799804688e-05,0.0012028217315673828,0.0013930797576904297
60,"(1, 3)",0.1111111111111111,1.0,9.0,8.106231689453125e-06,0.0012979507446289062,0.0014801025390625
61,"(6, 7)",0.1111111111111111,1.0,9.0,9.059906005859375e-06,0.0012161731719970703,0.0014009475708007812
62,"(1, 4)",0.3333333333333333,5.0,15.0,1.5974044799804688e-05,0.0012400150299072266,0.001422882080078125
63,"(1, 6)",0.18181818181818182,2.0,11.0,1.5020370483398438e-05,0.001177072525024414,0.0013651847839355469
64,"(1, 2)",0.35714285714285715,5.0,14.0,1.5974044799804688e-05,0.0012660026550292969,0.001458883285522461
65,"(1, 2)",0.3333333333333333,5.0,15.0,1.6927719116210938e-05,0.0012059211730957031,0.0014069080352783203
66,"(0, 6)",0.2857142857142857,4.0,14.0,1.4781951904296875e-05,0.0012500286102294922,0.0014429092407226562
67,"(1, 2)",0.3125,5.0,16.0,1.5974044799804688e-05,0.0011949539184570312,0.0013890266418457031
